X: (V),Y: (Hits)
-0.00714067,0
-0.00710675,0
-0.00707282,0
-0.0070389,0
-0.00700497,0
-0.00697105,0
-0.00693713,0
-0.0069032,0
-0.00686928,0
-0.00683535,0
-0.00680143,0
-0.00676751,0
-0.00673358,0
-0.00669966,0
-0.00666573,0
-0.00663181,0
-0.00659789,0
-0.00656396,0
-0.00653004,0
-0.00649611,0
-0.00646219,0
-0.00642827,0
-0.00639434,0
-0.00636042,0
-0.00632649,0
-0.00629257,0
-0.00625865,0
-0.00622472,0
-0.0061908,0
-0.00615687,0
-0.00612295,0
-0.00608903,0
-0.0060551,0
-0.00602118,0
-0.00598725,0
-0.00595333,0
-0.00591941,0
-0.00588548,0
-0.00585156,0
-0.00581763,0
-0.00578371,0
-0.00574979,0
-0.00571586,0
-0.00568194,0
-0.00564801,0
-0.00561409,0
-0.00558017,0
-0.00554624,0
-0.00551232,0
-0.00547839,0
-0.00544447,0
-0.00541055,0
-0.00537662,0
-0.0053427,0
-0.00530877,0
-0.00527485,0
-0.00524093,0
-0.005207,0
-0.00517308,0
-0.00513915,0
-0.00510523,0
-0.00507131,0
-0.00503738,0
-0.00500346,0
-0.00496953,0
-0.00493561,0
-0.00490169,0
-0.00486776,0
-0.00483384,0
-0.00479991,0
-0.00476599,0
-0.00473207,0
-0.00469814,0
-0.00466422,0
-0.00463029,0
-0.00459637,0
-0.00456245,0
-0.00452852,0
-0.0044946,0
-0.00446067,0
-0.00442675,0
-0.00439283,0
-0.0043589,0
-0.00432498,0
-0.00429105,0
-0.00425713,0
-0.00422321,0
-0.00418928,0
-0.00415536,0
-0.00412143,0
-0.00408751,0
-0.00405359,0
-0.00401966,0
-0.00398574,0
-0.00395181,0
-0.00391789,0
-0.00388397,0
-0.00385004,0
-0.00381612,0
-0.00378219,0
-0.00374827,0
-0.00371435,0
-0.00368042,0
-0.0036465,0
-0.00361257,0
-0.00357865,0
-0.00354473,0
-0.0035108,0
-0.00347688,0
-0.00344295,0
-0.00340903,0
-0.00337511,0
-0.00334118,0
-0.00330726,0
-0.00327333,0
-0.00323941,0
-0.00320549,0
-0.00317156,0
-0.00313764,0
-0.00310371,0
-0.00306979,0
-0.00303587,0
-0.00300194,0
-0.00296802,0
-0.0029341,0
-0.00290017,0
-0.00286625,0
-0.00283232,0
-0.0027984,0
-0.00276448,0
-0.00273055,0
-0.00269663,0
-0.0026627,0
-0.00262878,0
-0.00259486,0
-0.00256093,0
-0.00252701,0
-0.00249308,0
-0.00245916,0
-0.00242524,0
-0.00239131,0
-0.00235739,0
-0.00232346,0
