X: (V),Y: (Hits)
0.018129,0
0.0181432,0
0.0181573,1
0.0181715,0
0.0181857,1
0.0181999,0
0.018214,2
0.0182282,0
0.0182424,1
0.0182566,0
0.0182707,0
0.0182849,0
0.0182991,0
0.0183133,0
0.0183275,0
0.0183416,0
0.0183558,0
0.01837,0
0.0183842,0
0.0183983,0
0.0184125,1
0.0184267,0
0.0184409,1
0.018455,1
0.0184692,0
0.0184834,0
0.0184976,0
0.0185117,0
0.0185259,0
0.0185401,2
0.0185543,0
0.0185685,1
0.0185826,0
0.0185968,0
0.018611,0
0.0186252,0
0.0186393,0
0.0186535,0
0.0186677,0
0.0186819,0
0.018696,1
0.0187102,0
0.0187244,0
0.0187386,0
0.0187528,0
0.0187669,1
0.0187811,2
0.0187953,0
0.0188095,1
0.0188236,1
0.0188378,0
0.018852,0
0.0188662,0
0.0188803,0
0.0188945,0
0.0189087,0
0.0189229,0
0.0189371,0
0.0189512,0
0.0189654,0
0.0189796,0
0.0189938,0
0.0190079,0
0.0190221,0
0.0190363,0
0.0190505,0
0.0190646,0
0.0190788,0
0.019093,1
0.0191072,0
0.0191214,0
0.0191355,0
0.0191497,0
0.0191639,0
0.0191781,0
0.0191922,0
0.0192064,0
0.0192206,0
0.0192348,1
0.0192489,0
0.0192631,0
0.0192773,0
0.0192915,1
0.0193057,0
0.0193198,1
0.019334,0
0.0193482,0
0.0193624,0
0.0193765,0
0.0193907,0
0.0194049,0
0.0194191,0
0.0194332,0
0.0194474,0
0.0194616,0
0.0194758,1
0.01949,1
0.0195041,1
0.0195183,0
0.0195325,0
0.0195467,0
0.0195608,0
0.019575,0
0.0195892,0
0.0196034,0
0.0196175,0
0.0196317,0
0.0196459,0
0.0196601,0
0.0196743,0
0.0196884,0
0.0197026,0
0.0197168,0
0.019731,0
0.0197451,0
0.0197593,0
0.0197735,0
0.0197877,0
0.0198018,0
0.019816,0
0.0198302,0
0.0198444,0
0.0198586,0
0.0198727,0
0.0198869,0
0.0199011,0
0.0199153,0
0.0199294,0
0.0199436,0
0.0199578,0
0.019972,1
0.0199861,0
0.0200003,0
0.0200145,0
0.0200287,0
0.0200429,0
0.020057,0
0.0200712,0
0.0200854,0
0.0200996,1
0.0201137,0
0.0201279,0
0.0201421,0
0.0201563,0
0.0201704,0
0.0201846,0
0.0201988,0
0.020213,0
0.0202272,0
0.0202413,0
0.0202555,0
0.0202697,0
0.0202839,0
0.020298,0
0.0203122,0
0.0203264,0
0.0203406,0
0.0203547,0
0.0203689,0
0.0203831,1
0.0203973,0
0.0204115,0
0.0204256,0
0.0204398,1
0.020454,0
0.0204682,0
0.0204823,0
0.0204965,0
0.0205107,0
0.0205249,0
0.020539,0
0.0205532,0
0.0205674,0
0.0205816,0
0.0205958,0
0.0206099,0
0.0206241,0
0.0206383,0
0.0206525,0
0.0206666,0
0.0206808,0
0.020695,0
0.0207092,0
0.0207233,0
0.0207375,0
0.0207517,0
0.0207659,0
0.02078,0
0.0207942,0
0.0208084,0
0.0208226,0
0.0208368,0
0.0208509,0
0.0208651,0
0.0208793,0
0.0208935,0
0.0209076,0
0.0209218,1
0.020936,1
0.0209502,0
0.0209643,0
0.0209785,0
0.0209927,0
0.0210069,0
0.0210211,0
0.0210352,0
0.0210494,0
0.0210636,0
0.0210778,0
0.0210919,0
0.0211061,0
0.0211203,0
0.0211345,0
0.0211486,0
0.0211628,0
0.021177,0
0.0211912,0
0.0212054,0
0.0212195,0
0.0212337,0
0.0212479,0
0.0212621,0
0.0212762,0
0.0212904,0
0.0213046,0
0.0213188,0
0.0213329,1
0.0213471,0
0.0213613,0
0.0213755,0
0.0213897,0
0.0214038,0
0.021418,0
0.0214322,1
0.0214464,0
0.0214605,0
0.0214747,0
0.0214889,0
0.0215031,0
0.0215172,0
0.0215314,0
0.0215456,0
0.0215598,0
0.021574,0
0.0215881,0
0.0216023,0
0.0216165,0
0.0216307,0
0.0216448,0
0.021659,0
0.0216732,0
0.0216874,0
0.0217015,0
0.0217157,0
0.0217299,0
0.0217441,0
0.0217583,0
0.0217724,0
0.0217866,0
0.0218008,0
0.021815,0
0.0218291,0
0.0218433,0
0.0218575,0
0.0218717,0
0.0218858,0
0.0219,0
0.0219142,0
0.0219284,0
0.0219426,0
0.0219567,0
0.0219709,0
0.0219851,0
0.0219993,0
0.0220134,0
0.0220276,0
0.0220418,0
0.022056,0
0.0220701,0
0.0220843,0
0.0220985,0
0.0221127,0
0.0221269,0
0.022141,0
0.0221552,0
0.0221694,0
0.0221836,0
0.0221977,0
0.0222119,0
0.0222261,0
0.0222403,0
0.0222544,0
0.0222686,0
0.0222828,0
0.022297,0
0.0223112,0
0.0223253,0
0.0223395,0
0.0223537,0
0.0223679,0
0.022382,0
0.0223962,0
0.0224104,0
0.0224246,0
0.0224387,0
0.0224529,0
0.0224671,0
0.0224813,0
0.0224955,0
0.0225096,0
0.0225238,0
0.022538,0
0.0225522,0
0.0225663,0
0.0225805,0
0.0225947,0
0.0226089,0
0.022623,0
0.0226372,0
0.0226514,0
0.0226656,0
0.0226798,0
0.0226939,0
0.0227081,0
0.0227223,0
0.0227365,0
0.0227506,0
0.0227648,0
0.022779,0
0.0227932,0
0.0228073,0
0.0228215,0
0.0228357,0
0.0228499,0
0.0228641,0
0.0228782,0
0.0228924,0
0.0229066,0
0.0229208,0
0.0229349,0
0.0229491,0
0.0229633,0
0.0229775,0
0.0229916,0
0.0230058,0
0.02302,0
0.0230342,0
0.0230483,0
0.0230625,0
0.0230767,0
0.0230909,0
0.0231051,0
0.0231192,0
0.0231334,0
0.0231476,0
0.0231618,0
0.0231759,0
0.0231901,0
0.0232043,0
0.0232185,0
0.0232326,0
0.0232468,0
0.023261,0
0.0232752,0
0.0232894,0
